beneficiary_id,program,reporting_period,outcome_type,outcome_status,employment_status,completion_status
BEN-007457,Plus,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007470,Plus,Q1 2025,Employment,not_achieved,Unemployed,Completed
BEN-007471,Plus,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007478,Plus,Q1 2025,Education,achieved,In Training,Completed
BEN-007487,Plus,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007511,Plus,Q4 2025,Education,achieved,Unemployed,Completed
BEN-007515,Plus,Q4 2025,Entrepreneurship,active,Unemployed,Completed
BEN-007525,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-007532,Plus,Q4 2025,Education,achieved,In Training,Completed
BEN-007546,Plus,Q4 2025,Education,achieved,In Training,Completed
BEN-007548,Plus,Q2 2025,Education,not_achieved,Unemployed,Completed
BEN-007551,Plus,Q4 2025,Education,achieved,In Training,Completed
BEN-007552,Plus,Q4 2025,Employment,not_achieved,Employed,Completed
BEN-007557,Plus,Q3 2025,Entrepreneurship,active,Unemployed,Completed
BEN-007559,Plus,Q2 2025,Community Impact,achieved,Unemployed,Completed
BEN-007560,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-007565,Plus,Q3 2025,Employment,active,Self-Employed,Completed
BEN-007566,Plus,Q1 2026,Employment,not_achieved,Unemployed,Completed
BEN-007572,Plus,Q3 2025,Employment,not_achieved,Self-Employed,Completed
BEN-007576,Plus,Q2 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007580,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-007587,Plus,Q2 2026,Employment,achieved,Employed,Completed
BEN-007588,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-007602,Plus,Q4 2025,Education,active,Unemployed,Completed
BEN-007603,Plus,Q4 2025,Community Impact,not_achieved,Self-Employed,Completed
BEN-007605,Plus,Q4 2025,Education,achieved,In Training,Completed
BEN-007613,Plus,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007622,Plus,Q3 2025,Education,achieved,In Training,Completed
BEN-007635,Plus,Q2 2026,Education,achieved,In Training,Completed
BEN-007640,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-007642,Plus,Q1 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007647,Plus,Q2 2026,Employment,achieved,Employed,Completed
BEN-007653,Plus,Q1 2026,Education,active,Self-Employed,Completed
BEN-007656,Plus,Q4 2025,Entrepreneurship,not_achieved,Employed,Completed
BEN-007665,Plus,Q3 2025,Community Impact,achieved,Employed,Completed
BEN-007674,Plus,Q1 2025,Community Impact,achieved,Self-Employed,Completed
BEN-007694,Plus,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007697,Plus,Q2 2025,Education,achieved,Unemployed,Completed
BEN-007698,Plus,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007702,Plus,Q4 2025,Education,active,Unemployed,Completed
BEN-007719,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-007721,Plus,Q2 2025,Employment,achieved,Employed,Completed
BEN-007744,Plus,Q4 2025,Education,not_achieved,Employed,Completed
BEN-007746,Plus,Q2 2025,Entrepreneurship,active,Self-Employed,Completed
BEN-007755,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-007757,Plus,Q1 2025,Employment,achieved,Employed,Completed
BEN-007758,Plus,Q3 2025,Employment,active,Employed,Completed
BEN-007760,Plus,Q4 2025,Employment,not_achieved,Self-Employed,Completed
BEN-007765,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-007768,Plus,Q1 2026,Education,achieved,In Training,Completed
BEN-007772,Plus,Q3 2025,Education,achieved,Unemployed,Completed
BEN-007780,Plus,Q2 2026,Entrepreneurship,active,Self-Employed,Completed
BEN-007786,Plus,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007788,Plus,Q1 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007795,Plus,Q4 2025,Employment,active,Employed,Completed
BEN-007808,Plus,Q3 2025,Education,active,Employed,Completed
BEN-007811,Plus,Q1 2026,Community Impact,achieved,Employed,Completed
BEN-007815,Plus,Q1 2026,Education,achieved,Unemployed,Completed
BEN-007819,Plus,Q3 2025,Education,not_achieved,Self-Employed,Completed
BEN-007842,Plus,Q3 2025,Education,achieved,In Training,Completed
BEN-007844,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-007849,Plus,Q3 2025,Education,active,Unemployed,Completed
BEN-007857,Plus,Q1 2026,Education,active,Employed,Completed
BEN-007860,Plus,Q1 2025,Community Impact,active,Unemployed,Completed
BEN-007868,Plus,Q1 2026,Community Impact,active,Unemployed,Completed
BEN-007874,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-007882,Plus,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007887,Plus,Q1 2026,Employment,active,Self-Employed,Completed
BEN-007896,Plus,Q4 2025,Community Impact,achieved,Self-Employed,Completed
BEN-007902,Plus,Q1 2025,Community Impact,active,Unemployed,Completed
BEN-007903,Plus,Q4 2025,Entrepreneurship,active,Employed,Completed
BEN-007904,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-007917,Plus,Q1 2025,Education,not_achieved,Unemployed,Completed
BEN-007918,Plus,Q3 2025,Employment,active,Employed,Completed
BEN-007919,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-007923,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-007928,Plus,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007930,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-007935,Plus,Q2 2025,Entrepreneurship,active,Unemployed,Completed
BEN-007942,Plus,Q2 2025,Community Impact,achieved,Unemployed,Completed
BEN-007944,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-007945,Plus,Q4 2025,Education,active,Employed,Completed
BEN-007948,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-007955,Plus,Q2 2026,Community Impact,achieved,Self-Employed,Completed
BEN-007961,Plus,Q4 2025,Entrepreneurship,active,Unemployed,Completed
BEN-007965,Plus,Q1 2026,Employment,active,Self-Employed,Completed
BEN-007985,Plus,Q3 2025,Education,not_achieved,Self-Employed,Completed
BEN-007993,Plus,Q2 2025,Education,achieved,In Training,Completed
BEN-007995,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-007997,Plus,Q2 2025,Entrepreneurship,not_achieved,Self-Employed,Completed
BEN-008002,Plus,Q1 2026,Education,not_achieved,Self-Employed,Completed
BEN-008010,Plus,Q2 2025,Entrepreneurship,active,Unemployed,Completed
BEN-008032,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-008034,Plus,Q2 2026,Community Impact,achieved,Self-Employed,Completed
BEN-008038,Plus,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008041,Plus,Q1 2025,Education,achieved,Unemployed,Completed
BEN-008044,Plus,Q4 2025,Education,achieved,Unemployed,Completed
BEN-008047,Plus,Q2 2025,Employment,achieved,Employed,Completed
BEN-008048,Plus,Q1 2026,Education,active,Self-Employed,Completed
BEN-008055,Plus,Q1 2026,Community Impact,active,Unemployed,Completed
BEN-008058,Plus,Q2 2025,Community Impact,active,Unemployed,Completed
BEN-008070,Plus,Q2 2026,Community Impact,achieved,Self-Employed,Completed
BEN-008072,Plus,Q2 2025,Education,achieved,Unemployed,Completed
BEN-008075,Plus,Q2 2025,Education,achieved,Unemployed,Completed
BEN-008078,Plus,Q3 2025,Community Impact,achieved,Unemployed,Completed
BEN-008083,Plus,Q3 2025,Education,achieved,Unemployed,Completed
BEN-008100,Plus,Q2 2025,Employment,not_achieved,Self-Employed,Completed
BEN-008106,Plus,Q2 2025,Education,active,Self-Employed,Completed
BEN-008108,Plus,Q3 2025,Community Impact,achieved,Self-Employed,Completed
BEN-008117,Plus,Q3 2025,Community Impact,achieved,Unemployed,Completed
BEN-008124,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-008127,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-008132,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-008136,Plus,Q1 2026,Education,achieved,Unemployed,Completed
BEN-008154,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-008163,Plus,Q1 2025,Employment,achieved,Employed,Completed
BEN-008165,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-008169,Plus,Q2 2026,Employment,achieved,Employed,Completed
BEN-008170,Plus,Q4 2025,Education,achieved,Unemployed,Completed
BEN-008174,Plus,Q4 2025,Community Impact,active,Unemployed,Completed
BEN-008182,Plus,Q1 2026,Employment,active,Unemployed,Completed
BEN-008197,Plus,Q4 2025,Employment,not_achieved,Employed,Completed
BEN-008199,Plus,Q3 2025,Education,active,Self-Employed,Completed
BEN-008202,Plus,Q3 2025,Community Impact,achieved,Employed,Completed
BEN-008203,Plus,Q3 2025,Education,achieved,In Training,Completed
BEN-008208,Plus,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008211,Plus,Q1 2025,Employment,not_achieved,Self-Employed,Completed
BEN-008217,Plus,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008227,Plus,Q2 2026,Education,achieved,In Training,Completed
BEN-008244,Plus,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008247,Plus,Q4 2025,Employment,active,Unemployed,Completed
BEN-008254,Plus,Q2 2025,Employment,achieved,Employed,Completed
BEN-008274,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-008281,Plus,Q2 2026,Education,active,Unemployed,Completed
BEN-008291,Plus,Q2 2025,Education,achieved,Unemployed,Completed
BEN-008295,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-008297,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-008300,Plus,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008305,Plus,Q3 2025,Community Impact,achieved,Unemployed,Completed
BEN-008306,Plus,Q1 2026,Entrepreneurship,active,Unemployed,Completed
BEN-008310,Plus,Q4 2025,Education,active,Unemployed,Completed
BEN-008322,Plus,Q2 2025,Education,achieved,Unemployed,Completed
BEN-008326,Plus,Q1 2025,Education,active,Employed,Completed
BEN-008333,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-008340,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-008342,Plus,Q4 2025,Community Impact,achieved,Unemployed,Completed
BEN-008358,Plus,Q1 2026,Entrepreneurship,active,Self-Employed,Completed
BEN-008359,Plus,Q1 2026,Community Impact,active,Employed,Completed
BEN-008377,Plus,Q2 2025,Community Impact,active,Self-Employed,Completed
BEN-008383,Plus,Q3 2025,Community Impact,achieved,Unemployed,Completed
BEN-008390,Plus,Q1 2026,Employment,active,Unemployed,Completed
BEN-008410,Plus,Q1 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008419,Plus,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008425,Plus,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008429,Plus,Q3 2025,Employment,active,Self-Employed,Completed
BEN-008441,Plus,Q3 2025,Community Impact,active,Unemployed,Completed
BEN-008451,Plus,Q2 2025,Employment,achieved,Employed,Completed
BEN-008469,Plus,Q3 2025,Community Impact,not_achieved,Unemployed,Completed
BEN-008470,Plus,Q3 2025,Employment,active,Unemployed,Completed
BEN-008473,Plus,Q3 2025,Education,not_achieved,Employed,Completed
BEN-008481,Plus,Q2 2026,Community Impact,achieved,Employed,Completed
BEN-008484,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-008490,Plus,Q2 2026,Employment,achieved,Employed,Completed
BEN-008502,Plus,Q2 2025,Community Impact,active,Self-Employed,Completed
BEN-008507,Plus,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008518,Plus,Q1 2025,Community Impact,achieved,Employed,Completed
BEN-008520,Plus,Q2 2025,Community Impact,active,Employed,Completed
BEN-008529,Plus,Q1 2026,Entrepreneurship,active,Unemployed,Completed
BEN-008530,Plus,Q3 2025,Community Impact,achieved,Employed,Completed
BEN-008532,Plus,Q1 2025,Community Impact,active,Unemployed,Completed
BEN-008540,Plus,Q1 2026,Education,active,Self-Employed,Completed
BEN-008547,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-008554,Plus,Q4 2025,Employment,not_achieved,Employed,Completed
BEN-008555,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-008556,Plus,Q3 2025,Education,achieved,Unemployed,Completed
BEN-008565,Plus,Q2 2026,Entrepreneurship,active,Self-Employed,Completed
BEN-008569,Plus,Q2 2026,Employment,active,Employed,Completed
BEN-008583,Plus,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008596,Plus,Q2 2026,Community Impact,achieved,Self-Employed,Completed
BEN-008603,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-008610,Plus,Q4 2025,Community Impact,achieved,Unemployed,Completed
BEN-008612,Plus,Q3 2025,Education,achieved,Unemployed,Completed
BEN-008615,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-008638,Plus,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008647,Plus,Q4 2025,Community Impact,achieved,Unemployed,Completed
BEN-008648,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-008662,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-008663,Plus,Q4 2025,Community Impact,achieved,Unemployed,Completed
BEN-008687,Plus,Q1 2026,Employment,not_achieved,Unemployed,Completed
BEN-008690,Plus,Q3 2025,Employment,active,Self-Employed,Completed
BEN-008694,Plus,Q1 2025,Education,active,Unemployed,Completed
BEN-008697,Plus,Q1 2025,Employment,not_achieved,Unemployed,Completed
BEN-008707,Plus,Q1 2026,Entrepreneurship,not_achieved,Self-Employed,Completed
BEN-008712,Plus,Q2 2025,Employment,achieved,Employed,Completed
BEN-008717,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-008719,Plus,Q1 2026,Employment,active,Employed,Completed
BEN-008720,Plus,Q3 2025,Employment,not_achieved,Unemployed,Completed
BEN-008721,Plus,Q1 2026,Education,active,Employed,Completed
BEN-008723,Plus,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008726,Plus,Q2 2026,Entrepreneurship,active,Unemployed,Completed
BEN-008733,Plus,Q3 2025,Education,achieved,In Training,Completed
BEN-008739,Plus,Q2 2026,Education,active,Unemployed,Completed
BEN-008746,Plus,Q2 2026,Community Impact,achieved,Unemployed,Completed
BEN-008751,Plus,Q4 2025,Community Impact,achieved,Employed,Completed
BEN-008760,Plus,Q3 2025,Employment,not_achieved,Self-Employed,Completed
BEN-008765,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-008774,Plus,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008780,Plus,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008782,Plus,Q4 2025,Community Impact,active,Self-Employed,Completed
BEN-008786,Plus,Q1 2025,Employment,not_achieved,Self-Employed,Completed
BEN-008791,Plus,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008793,Plus,Q3 2025,Community Impact,achieved,Self-Employed,Completed
BEN-008803,Plus,Q2 2025,Employment,achieved,Employed,Completed
BEN-008810,Plus,Q1 2026,Education,achieved,Unemployed,Completed
BEN-008812,Plus,Q3 2025,Community Impact,active,Employed,Completed
BEN-008818,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-008821,Plus,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008823,Plus,Q2 2025,Employment,not_achieved,Unemployed,Completed
BEN-008824,Plus,Q1 2025,Employment,achieved,Employed,Completed
BEN-008825,Plus,Q2 2025,Community Impact,active,Self-Employed,Completed
BEN-008826,Plus,Q2 2026,Education,not_achieved,Unemployed,Completed
BEN-008828,Plus,Q1 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008831,Plus,Q2 2025,Employment,active,Self-Employed,Completed
BEN-008832,Plus,Q3 2025,Community Impact,not_achieved,Unemployed,Completed
BEN-008846,Plus,Q1 2026,Education,achieved,Unemployed,Completed
BEN-008850,Plus,Q2 2026,Entrepreneurship,active,Self-Employed,Completed
BEN-008851,Plus,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008855,Plus,Q2 2026,Employment,not_achieved,Self-Employed,Completed
BEN-008858,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-008877,Plus,Q4 2025,Community Impact,active,Self-Employed,Completed
BEN-008882,Plus,Q3 2025,Community Impact,achieved,Employed,Completed
BEN-008895,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-008899,Plus,Q3 2025,Education,active,Self-Employed,Completed
BEN-008905,Plus,Q4 2025,Employment,not_achieved,Unemployed,Completed
BEN-008906,Plus,Q3 2025,Education,achieved,In Training,Completed
BEN-008910,Plus,Q2 2025,Community Impact,achieved,Self-Employed,Completed
BEN-008914,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-008918,Plus,Q2 2025,Community Impact,active,Unemployed,Completed
BEN-008921,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-008925,Plus,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008926,Plus,Q2 2025,Community Impact,active,Unemployed,Completed
BEN-008928,Plus,Q2 2025,Community Impact,not_achieved,Unemployed,Completed
BEN-008933,Plus,Q2 2025,Community Impact,achieved,Employed,Completed
BEN-008935,Plus,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008936,Plus,Q1 2025,Employment,active,Unemployed,Completed
BEN-008937,Plus,Q1 2026,Education,achieved,Unemployed,Completed
BEN-008942,Plus,Q1 2025,Employment,not_achieved,Self-Employed,Completed
BEN-008954,Plus,Q2 2026,Employment,active,Self-Employed,Completed
BEN-008957,Plus,Q3 2025,Community Impact,not_achieved,Employed,Completed
BEN-008962,Plus,Q1 2026,Education,active,Unemployed,Completed
BEN-008966,Plus,Q1 2026,Education,achieved,In Training,Completed
BEN-008977,Plus,Q1 2025,Community Impact,achieved,Self-Employed,Completed
BEN-008980,Plus,Q1 2025,Community Impact,not_achieved,Employed,Completed
BEN-008992,Plus,Q3 2025,Education,not_achieved,Unemployed,Completed
BEN-008997,Plus,Q2 2025,Community Impact,achieved,Employed,Completed
BEN-009000,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-009014,Plus,Q1 2025,Employment,achieved,Employed,Completed
BEN-009016,Plus,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-009018,Plus,Q2 2026,Community Impact,active,Unemployed,Completed
BEN-009025,Plus,Q1 2025,Community Impact,not_achieved,Self-Employed,Completed
BEN-009029,Plus,Q3 2025,Community Impact,achieved,Self-Employed,Completed
BEN-009032,Plus,Q3 2025,Education,achieved,Unemployed,Completed
BEN-009035,Plus,Q4 2025,Education,active,Unemployed,Completed
BEN-009037,Plus,Q1 2026,Education,achieved,Unemployed,Completed
BEN-009038,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-009039,Plus,Q1 2025,Employment,active,Unemployed,Completed
BEN-009047,Plus,Q3 2025,Employment,not_achieved,Employed,Completed
BEN-009050,Plus,Q1 2025,Employment,active,Unemployed,Completed
BEN-009054,Plus,Q1 2026,Employment,not_achieved,Unemployed,Completed
BEN-009058,Plus,Q1 2026,Education,achieved,In Training,Completed
BEN-009061,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-009063,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-009064,Plus,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-009070,Plus,Q2 2026,Community Impact,achieved,Self-Employed,Completed
BEN-009080,Plus,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-009085,Plus,Q4 2025,Community Impact,achieved,Unemployed,Completed
BEN-009089,Plus,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-009094,Plus,Q4 2025,Employment,active,Unemployed,Completed
BEN-009098,Plus,Q1 2025,Employment,active,Unemployed,Completed
BEN-009100,Plus,Q3 2025,Community Impact,achieved,Self-Employed,Completed
BEN-009102,Plus,Q1 2026,Education,achieved,In Training,Completed
BEN-009108,Plus,Q2 2026,Employment,achieved,Employed,Completed
BEN-009120,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-009121,Plus,Q4 2025,Community Impact,achieved,Self-Employed,Completed
