beneficiary_id,program,enrollment_date,reporting_period,status,education_level,academic_year,institution,activity,sessions_attended,sessions_expected,participation_rate,course,training_center,training_provider,certification_status,employment_status,skills_acquired
BEN-008969,Plus,2025-07-17,Q3 2025,dropped_out,,,,Leadership,5.0,12.0,41.7,,,,,,
BEN-008972,Plus,2025-10-27,Q4 2025,completed,,,,Life Skills,11.0,14.0,78.6,,,,,,
BEN-008974,Plus,2025-08-23,Q3 2025,completed,,,,Leadership,9.0,10.0,90.0,,,,,,
BEN-008975,Plus,2026-09-18,Q3 2026,active,,,,Community Service,6.0,8.0,75.0,,,,,,
BEN-008976,Plus,2026-05-27,Q2 2026,active,,,,Entrepreneurship,16.0,16.0,100.0,,,,,,
BEN-008977,Plus,2026-04-20,Q2 2026,active,,,,Health & Wellness,5.0,9.0,55.6,,,,,,
BEN-008982,Plus,2026-07-12,Q3 2026,active,,,,Life Skills,9.0,13.0,69.2,,,,,,
BEN-008983,Plus,2025-03-28,Q1 2025,completed,,,,Financial Literacy,8.0,12.0,66.7,,,,,,
BEN-008985,Plus,2026-03-22,Q1 2026,active,,,,Mentorship,11.0,18.0,61.1,,,,,,
BEN-008987,Plus,2026-09-26,Q3 2026,active,,,,Mentorship,16.0,17.0,94.1,,,,,,
BEN-008991,Plus,2026-04-24,Q2 2026,active,,,,Mentorship,9.0,16.0,56.2,,,,,,
BEN-009000,Plus,2026-01-23,Q1 2026,active,,,,Life Skills,8.0,10.0,80.0,,,,,,
BEN-009002,Plus,2026-03-20,Q1 2026,active,,,,Health & Wellness,4.0,6.0,66.7,,,,,,
BEN-009003,Plus,2026-08-30,Q3 2026,active,,,,Life Skills,14.0,14.0,100.0,,,,,,
BEN-009004,Plus,2025-05-03,Q2 2025,dropped_out,,,,Leadership,5.0,10.0,50.0,,,,,,
BEN-009005,Plus,2026-03-19,Q1 2026,active,,,,Leadership,8.0,11.0,72.7,,,,,,
BEN-009008,Plus,2026-02-09,Q1 2026,active,,,,Entrepreneurship,8.0,11.0,72.7,,,,,,
BEN-009009,Plus,2025-11-26,Q4 2025,dropped_out,,,,Life Skills,7.0,14.0,50.0,,,,,,
BEN-009012,Plus,2026-01-21,Q1 2026,completed,,,,Financial Literacy,12.0,12.0,100.0,,,,,,
BEN-009021,Plus,2025-04-08,Q2 2025,completed,,,,Leadership,7.0,11.0,63.6,,,,,,
BEN-009026,Plus,2026-04-02,Q2 2026,completed,,,,Entrepreneurship,12.0,16.0,75.0,,,,,,
BEN-009028,Plus,2025-04-28,Q2 2025,dropped_out,,,,Life Skills,8.0,13.0,61.5,,,,,,
BEN-009029,Plus,2026-07-12,Q3 2026,active,,,,Health & Wellness,5.0,6.0,83.3,,,,,,
BEN-009032,Plus,2026-01-24,Q1 2026,completed,,,,Community Service,8.0,8.0,100.0,,,,,,
BEN-009034,Plus,2025-01-02,Q1 2025,dropped_out,,,,Financial Literacy,5.0,8.0,62.5,,,,,,
BEN-009035,Plus,2025-10-10,Q4 2025,completed,,,,Leadership,8.0,10.0,80.0,,,,,,
BEN-009036,Plus,2026-09-29,Q3 2026,active,,,,Mentorship,11.0,15.0,73.3,,,,,,
BEN-009037,Plus,2025-04-08,Q2 2025,completed,,,,Financial Literacy,7.0,10.0,70.0,,,,,,
BEN-009038,Plus,2025-05-31,Q2 2025,completed,,,,Entrepreneurship,10.0,14.0,71.4,,,,,,
BEN-009042,Plus,2026-06-09,Q2 2026,active,,,,Leadership,10.0,12.0,83.3,,,,,,
BEN-009043,Plus,2025-01-27,Q1 2025,completed,,,,Mentorship,19.0,20.0,95.0,,,,,,
BEN-009045,Plus,2026-06-06,Q2 2026,active,,,,Leadership,9.0,12.0,75.0,,,,,,
BEN-009049,Plus,2025-12-12,Q4 2025,dropped_out,,,,Life Skills,4.0,10.0,40.0,,,,,,
BEN-009052,Plus,2026-08-11,Q3 2026,active,,,,Community Service,5.0,10.0,50.0,,,,,,
BEN-009053,Plus,2026-07-28,Q3 2026,active,,,,Mentorship,11.0,17.0,64.7,,,,,,
BEN-009066,Plus,2026-01-03,Q1 2026,completed,,,,Life Skills,8.0,12.0,66.7,,,,,,
BEN-009067,Plus,2026-04-27,Q2 2026,active,,,,Entrepreneurship,15.0,16.0,93.8,,,,,,
BEN-009072,Plus,2025-04-15,Q2 2025,dropped_out,,,,Entrepreneurship,5.0,16.0,31.2,,,,,,
BEN-009073,Plus,2025-06-21,Q2 2025,completed,,,,Financial Literacy,9.0,11.0,81.8,,,,,,
BEN-009078,Plus,2025-04-29,Q2 2025,completed,,,,Mentorship,12.0,18.0,66.7,,,,,,
BEN-009079,Plus,2025-12-11,Q4 2025,completed,,,,Community Service,6.0,7.0,85.7,,,,,,
BEN-009083,Plus,2025-12-21,Q4 2025,completed,,,,Health & Wellness,7.0,9.0,77.8,,,,,,
BEN-009087,Plus,2025-04-25,Q2 2025,completed,,,,Entrepreneurship,11.0,11.0,100.0,,,,,,
BEN-009090,Plus,2026-08-18,Q3 2026,active,,,,Entrepreneurship,7.0,13.0,53.8,,,,,,
BEN-009092,Plus,2026-03-17,Q1 2026,dropped_out,,,,Mentorship,8.0,17.0,47.1,,,,,,
BEN-009094,Plus,2026-09-17,Q3 2026,active,,,,Life Skills,7.0,10.0,70.0,,,,,,
BEN-009097,Plus,2026-01-30,Q1 2026,completed,,,,Mentorship,10.0,14.0,71.4,,,,,,
BEN-009101,Plus,2025-10-03,Q4 2025,completed,,,,Mentorship,8.0,13.0,61.5,,,,,,
BEN-009104,Plus,2025-07-01,Q3 2025,completed,,,,Leadership,9.0,11.0,81.8,,,,,,
BEN-009108,Plus,2026-07-07,Q3 2026,active,,,,Financial Literacy,10.0,10.0,100.0,,,,,,
BEN-009111,Plus,2026-01-28,Q1 2026,dropped_out,,,,Leadership,4.0,9.0,44.4,,,,,,
BEN-009113,Plus,2025-09-08,Q3 2025,completed,,,,Financial Literacy,8.0,10.0,80.0,,,,,,
BEN-009116,Plus,2025-03-29,Q1 2025,completed,,,,Financial Literacy,9.0,12.0,75.0,,,,,,
BEN-009118,Plus,2025-12-19,Q4 2025,completed,,,,Entrepreneurship,12.0,12.0,100.0,,,,,,
BEN-009120,Plus,2026-06-02,Q2 2026,active,,,,Community Service,7.0,10.0,70.0,,,,,,
BEN-009121,Plus,2025-03-25,Q1 2025,dropped_out,,,,Health & Wellness,3.0,7.0,42.9,,,,,,
BEN-009122,Plus,2026-08-14,Q3 2026,active,,,,Entrepreneurship,8.0,10.0,80.0,,,,,,
BEN-009124,Plus,2026-08-22,Q3 2026,active,,,,Leadership,11.0,11.0,100.0,,,,,,
BEN-009125,Plus,2026-03-29,Q1 2026,active,,,,Entrepreneurship,7.0,12.0,58.3,,,,,,
BEN-009130,Plus,2026-04-07,Q2 2026,active,,,,Entrepreneurship,8.0,15.0,53.3,,,,,,
BEN-009133,Plus,2026-05-02,Q2 2026,active,,,,Community Service,7.0,7.0,100.0,,,,,,
BEN-009135,Plus,2025-11-23,Q4 2025,completed,,,,Mentorship,18.0,18.0,100.0,,,,,,
BEN-009136,Plus,2025-08-07,Q3 2025,completed,,,,Life Skills,11.0,13.0,84.6,,,,,,
BEN-009137,Plus,2025-10-16,Q4 2025,dropped_out,,,,Community Service,4.0,6.0,66.7,,,,,,
BEN-009141,Plus,2025-10-06,Q4 2025,completed,,,,Leadership,8.0,9.0,88.9,,,,,,
BEN-009142,Plus,2026-03-14,Q1 2026,completed,,,,Life Skills,10.0,12.0,83.3,,,,,,
BEN-009143,Plus,2025-10-29,Q4 2025,completed,,,,Financial Literacy,8.0,11.0,72.7,,,,,,
BEN-009144,Plus,2026-08-19,Q3 2026,active,,,,Entrepreneurship,9.0,11.0,81.8,,,,,,
BEN-009146,Plus,2026-01-21,Q1 2026,completed,,,,Life Skills,7.0,11.0,63.6,,,,,,
BEN-009147,Plus,2025-10-27,Q4 2025,completed,,,,Entrepreneurship,12.0,13.0,92.3,,,,,,
BEN-009150,Plus,2026-08-31,Q3 2026,active,,,,Entrepreneurship,9.0,11.0,81.8,,,,,,
BEN-009152,Plus,2026-06-23,Q2 2026,active,,,,Community Service,4.0,8.0,50.0,,,,,,
BEN-009154,Plus,2025-09-04,Q3 2025,completed,,,,Entrepreneurship,11.0,15.0,73.3,,,,,,
BEN-009155,Plus,2026-05-03,Q2 2026,active,,,,Entrepreneurship,7.0,11.0,63.6,,,,,,
BEN-009156,Plus,2025-04-30,Q2 2025,dropped_out,,,,Leadership,5.0,11.0,45.5,,,,,,
BEN-009157,Plus,2025-09-01,Q3 2025,dropped_out,,,,Community Service,4.0,8.0,50.0,,,,,,
BEN-009158,Plus,2026-08-23,Q3 2026,active,,,,Life Skills,11.0,11.0,100.0,,,,,,
BEN-009159,Plus,2026-02-22,Q1 2026,active,,,,Health & Wellness,7.0,9.0,77.8,,,,,,
BEN-009162,Plus,2025-04-27,Q2 2025,dropped_out,,,,Life Skills,7.0,12.0,58.3,,,,,,
BEN-009163,Plus,2026-08-24,Q3 2026,active,,,,Community Service,6.0,7.0,85.7,,,,,,
BEN-009164,Plus,2026-08-14,Q3 2026,active,,,,Community Service,6.0,9.0,66.7,,,,,,
BEN-009169,Plus,2026-07-16,Q3 2026,active,,,,Entrepreneurship,8.0,10.0,80.0,,,,,,
BEN-009170,Plus,2025-02-09,Q1 2025,completed,,,,Leadership,10.0,11.0,90.9,,,,,,
BEN-009174,Plus,2025-11-11,Q4 2025,completed,,,,Community Service,7.0,8.0,87.5,,,,,,
BEN-009177,Plus,2026-05-30,Q2 2026,completed,,,,Community Service,8.0,9.0,88.9,,,,,,
BEN-009179,Plus,2026-06-23,Q2 2026,dropped_out,,,,Community Service,6.0,9.0,66.7,,,,,,
BEN-009180,Plus,2026-08-30,Q3 2026,active,,,,Entrepreneurship,10.0,14.0,71.4,,,,,,
BEN-009182,Plus,2026-05-04,Q2 2026,active,,,,Health & Wellness,4.0,6.0,66.7,,,,,,
BEN-009184,Plus,2026-03-30,Q1 2026,completed,,,,Financial Literacy,8.0,11.0,72.7,,,,,,
BEN-009185,Plus,2025-05-14,Q2 2025,completed,,,,Leadership,8.0,10.0,80.0,,,,,,
BEN-009186,Plus,2025-04-19,Q2 2025,completed,,,,Life Skills,12.0,13.0,92.3,,,,,,
BEN-009189,Plus,2026-03-28,Q1 2026,active,,,,Health & Wellness,7.0,10.0,70.0,,,,,,
BEN-009190,Plus,2026-07-31,Q3 2026,active,,,,Mentorship,13.0,15.0,86.7,,,,,,
BEN-009191,Plus,2025-06-30,Q2 2025,completed,,,,Community Service,5.0,8.0,62.5,,,,,,
BEN-009192,Plus,2026-09-30,Q3 2026,active,,,,Mentorship,13.0,14.0,92.9,,,,,,
BEN-009196,Plus,2025-01-13,Q1 2025,completed,,,,Health & Wellness,7.0,7.0,100.0,,,,,,
BEN-009199,Plus,2025-07-25,Q3 2025,dropped_out,,,,Mentorship,8.0,14.0,57.1,,,,,,
BEN-009200,Plus,2026-04-24,Q2 2026,completed,,,,Life Skills,11.0,11.0,100.0,,,,,,
BEN-009202,Plus,2026-09-19,Q3 2026,active,,,,Financial Literacy,6.0,9.0,66.7,,,,,,
BEN-009204,Plus,2026-09-08,Q3 2026,active,,,,Entrepreneurship,13.0,14.0,92.9,,,,,,
BEN-009206,Plus,2025-05-25,Q2 2025,dropped_out,,,,Mentorship,6.0,12.0,50.0,,,,,,
BEN-009208,Plus,2026-03-28,Q1 2026,completed,,,,Entrepreneurship,9.0,10.0,90.0,,,,,,
BEN-009215,Plus,2026-01-06,Q1 2026,active,,,,Life Skills,9.0,11.0,81.8,,,,,,
BEN-009216,Plus,2026-07-24,Q3 2026,active,,,,Mentorship,16.0,16.0,100.0,,,,,,
BEN-009224,Plus,2025-04-13,Q2 2025,completed,,,,Leadership,8.0,12.0,66.7,,,,,,
BEN-009227,Plus,2025-10-10,Q4 2025,completed,,,,Health & Wellness,7.0,8.0,87.5,,,,,,
BEN-009228,Plus,2026-04-05,Q2 2026,active,,,,Life Skills,9.0,13.0,69.2,,,,,,
BEN-009229,Plus,2026-08-25,Q3 2026,active,,,,Mentorship,14.0,18.0,77.8,,,,,,
BEN-009231,Plus,2026-05-08,Q2 2026,active,,,,Mentorship,18.0,20.0,90.0,,,,,,
BEN-009235,Plus,2026-08-08,Q3 2026,active,,,,Financial Literacy,10.0,11.0,90.9,,,,,,
BEN-009236,Plus,2026-09-19,Q3 2026,active,,,,Mentorship,10.0,12.0,83.3,,,,,,
BEN-009240,Plus,2026-02-24,Q1 2026,active,,,,Life Skills,6.0,10.0,60.0,,,,,,
BEN-009243,Plus,2026-05-25,Q2 2026,active,,,,Life Skills,10.0,11.0,90.9,,,,,,
BEN-009246,Plus,2025-06-15,Q2 2025,completed,,,,Leadership,7.0,9.0,77.8,,,,,,
BEN-009250,Plus,2025-02-22,Q1 2025,completed,,,,Financial Literacy,6.0,10.0,60.0,,,,,,
BEN-009251,Plus,2026-05-26,Q2 2026,active,,,,Health & Wellness,8.0,8.0,100.0,,,,,,
BEN-009253,Plus,2026-02-17,Q1 2026,completed,,,,Entrepreneurship,9.0,11.0,81.8,,,,,,
BEN-009255,Plus,2025-01-14,Q1 2025,completed,,,,Leadership,6.0,11.0,54.5,,,,,,
BEN-009258,Plus,2026-09-29,Q3 2026,active,,,,Leadership,10.0,11.0,90.9,,,,,,
BEN-009261,Plus,2026-09-30,Q3 2026,active,,,,Community Service,6.0,8.0,75.0,,,,,,
BEN-009266,Plus,2026-02-23,Q1 2026,completed,,,,Life Skills,9.0,13.0,69.2,,,,,,
BEN-009270,Plus,2026-08-02,Q3 2026,active,,,,Leadership,9.0,10.0,90.0,,,,,,
BEN-009274,Plus,2025-11-17,Q4 2025,dropped_out,,,,Mentorship,8.0,16.0,50.0,,,,,,
BEN-009275,Plus,2025-10-07,Q4 2025,completed,,,,Entrepreneurship,13.0,16.0,81.2,,,,,,
BEN-009278,Plus,2025-05-30,Q2 2025,completed,,,,Mentorship,17.0,17.0,100.0,,,,,,
BEN-009280,Plus,2025-12-09,Q4 2025,dropped_out,,,,Community Service,4.0,9.0,44.4,,,,,,
BEN-009281,Plus,2025-08-25,Q3 2025,dropped_out,,,,Entrepreneurship,6.0,13.0,46.2,,,,,,
BEN-009285,Plus,2025-09-24,Q3 2025,dropped_out,,,,Mentorship,4.0,17.0,23.5,,,,,,
BEN-009290,Plus,2025-10-18,Q4 2025,completed,,,,Entrepreneurship,13.0,16.0,81.2,,,,,,
BEN-009292,Plus,2025-09-10,Q3 2025,completed,,,,Leadership,9.0,11.0,81.8,,,,,,
BEN-009293,Plus,2026-06-20,Q2 2026,completed,,,,Health & Wellness,9.0,9.0,100.0,,,,,,
BEN-009294,Plus,2025-12-21,Q4 2025,completed,,,,Financial Literacy,6.0,9.0,66.7,,,,,,
BEN-009299,Plus,2026-03-25,Q1 2026,completed,,,,Health & Wellness,10.0,10.0,100.0,,,,,,
BEN-009301,Plus,2026-02-18,Q1 2026,dropped_out,,,,Leadership,6.0,10.0,60.0,,,,,,
BEN-009305,Plus,2025-12-02,Q4 2025,completed,,,,Mentorship,16.0,18.0,88.9,,,,,,
BEN-009306,Plus,2026-02-04,Q1 2026,completed,,,,Health & Wellness,6.0,6.0,100.0,,,,,,
BEN-009308,Plus,2025-09-23,Q3 2025,completed,,,,Entrepreneurship,7.0,11.0,63.6,,,,,,
BEN-009309,Plus,2025-10-13,Q4 2025,completed,,,,Leadership,9.0,12.0,75.0,,,,,,
BEN-009310,Plus,2025-04-14,Q2 2025,completed,,,,Life Skills,6.0,11.0,54.5,,,,,,
BEN-009311,Plus,2025-01-23,Q1 2025,completed,,,,Financial Literacy,6.0,8.0,75.0,,,,,,
BEN-009312,Plus,2025-09-02,Q3 2025,completed,,,,Financial Literacy,7.0,9.0,77.8,,,,,,
BEN-009314,Plus,2026-04-24,Q2 2026,active,,,,Life Skills,9.0,13.0,69.2,,,,,,
BEN-009315,Plus,2025-09-22,Q3 2025,completed,,,,Leadership,5.0,8.0,62.5,,,,,,
BEN-009320,Plus,2026-01-27,Q1 2026,dropped_out,,,,Mentorship,9.0,17.0,52.9,,,,,,
BEN-009328,Plus,2026-02-20,Q1 2026,completed,,,,Mentorship,12.0,14.0,85.7,,,,,,
BEN-009331,Plus,2025-04-20,Q2 2025,completed,,,,Health & Wellness,7.0,9.0,77.8,,,,,,
BEN-009337,Plus,2025-09-08,Q3 2025,completed,,,,Financial Literacy,10.0,12.0,83.3,,,,,,
BEN-009338,Plus,2025-07-23,Q3 2025,completed,,,,Health & Wellness,8.0,10.0,80.0,,,,,,
BEN-009340,Plus,2025-10-04,Q4 2025,dropped_out,,,,Health & Wellness,3.0,6.0,50.0,,,,,,
BEN-009343,Plus,2026-07-29,Q3 2026,active,,,,Financial Literacy,8.0,10.0,80.0,,,,,,
BEN-009344,Plus,2026-06-27,Q2 2026,active,,,,Life Skills,14.0,14.0,100.0,,,,,,
BEN-009346,Plus,2025-07-22,Q3 2025,completed,,,,Health & Wellness,5.0,6.0,83.3,,,,,,
BEN-009347,Plus,2025-01-06,Q1 2025,completed,,,,Health & Wellness,2.0,6.0,33.3,,,,,,
BEN-009348,Plus,2026-09-26,Q3 2026,active,,,,Entrepreneurship,7.0,10.0,70.0,,,,,,
BEN-009351,Plus,2025-05-16,Q2 2025,completed,,,,Community Service,9.0,9.0,100.0,,,,,,
BEN-009355,Plus,2026-04-07,Q2 2026,active,,,,Health & Wellness,8.0,10.0,80.0,,,,,,
BEN-009356,Plus,2026-03-04,Q1 2026,completed,,,,Life Skills,9.0,14.0,64.3,,,,,,
BEN-009357,Plus,2026-01-27,Q1 2026,dropped_out,,,,Life Skills,4.0,10.0,40.0,,,,,,
BEN-009358,Plus,2026-01-19,Q1 2026,completed,,,,Health & Wellness,4.0,6.0,66.7,,,,,,
BEN-009359,Plus,2026-03-11,Q1 2026,active,,,,Health & Wellness,6.0,6.0,100.0,,,,,,
BEN-009361,Plus,2026-09-08,Q3 2026,active,,,,Mentorship,9.0,13.0,69.2,,,,,,
BEN-009363,Plus,2026-01-07,Q1 2026,active,,,,Community Service,8.0,9.0,88.9,,,,,,
BEN-009365,Plus,2025-04-11,Q2 2025,completed,,,,Entrepreneurship,10.0,16.0,62.5,,,,,,
BEN-009369,Plus,2026-08-17,Q3 2026,active,,,,Mentorship,13.0,15.0,86.7,,,,,,
BEN-009370,Plus,2026-07-25,Q3 2026,active,,,,Entrepreneurship,11.0,11.0,100.0,,,,,,
BEN-009373,Plus,2025-07-03,Q3 2025,completed,,,,Financial Literacy,7.0,9.0,77.8,,,,,,
BEN-009374,Plus,2026-07-21,Q3 2026,active,,,,Community Service,6.0,8.0,75.0,,,,,,
BEN-009375,Plus,2025-02-26,Q1 2025,completed,,,,Leadership,10.0,10.0,100.0,,,,,,
BEN-009378,Plus,2025-03-02,Q1 2025,completed,,,,Health & Wellness,4.0,7.0,57.1,,,,,,
BEN-009379,Plus,2026-04-11,Q2 2026,active,,,,Mentorship,8.0,17.0,47.1,,,,,,
BEN-009380,Plus,2026-04-06,Q2 2026,dropped_out,,,,Leadership,3.0,10.0,30.0,,,,,,
BEN-009381,Plus,2026-01-22,Q1 2026,dropped_out,,,,Health & Wellness,3.0,10.0,30.0,,,,,,
BEN-009382,Plus,2025-03-18,Q1 2025,completed,,,,Entrepreneurship,8.0,11.0,72.7,,,,,,
BEN-009384,Plus,2026-08-30,Q3 2026,active,,,,Life Skills,13.0,14.0,92.9,,,,,,
BEN-009385,Plus,2026-01-14,Q1 2026,dropped_out,,,,Leadership,5.0,9.0,55.6,,,,,,
BEN-009386,Plus,2025-11-11,Q4 2025,completed,,,,Mentorship,11.0,14.0,78.6,,,,,,
BEN-009387,Plus,2026-09-01,Q3 2026,active,,,,Leadership,11.0,12.0,91.7,,,,,,
BEN-009388,Plus,2025-07-15,Q3 2025,completed,,,,Community Service,8.0,9.0,88.9,,,,,,
BEN-009390,Plus,2026-07-24,Q3 2026,active,,,,Leadership,8.0,12.0,66.7,,,,,,
BEN-009391,Plus,2026-08-05,Q3 2026,active,,,,Mentorship,16.0,19.0,84.2,,,,,,
BEN-009393,Plus,2025-10-31,Q4 2025,dropped_out,,,,Leadership,4.0,9.0,44.4,,,,,,
BEN-009394,Plus,2026-06-12,Q2 2026,active,,,,Community Service,4.0,7.0,57.1,,,,,,
BEN-009399,Plus,2026-08-02,Q3 2026,active,,,,Leadership,4.0,8.0,50.0,,,,,,
BEN-009401,Plus,2025-08-24,Q3 2025,completed,,,,Entrepreneurship,11.0,14.0,78.6,,,,,,
BEN-009402,Plus,2026-06-15,Q2 2026,active,,,,Financial Literacy,10.0,12.0,83.3,,,,,,
BEN-009405,Plus,2025-07-31,Q3 2025,completed,,,,Entrepreneurship,6.0,10.0,60.0,,,,,,
BEN-009410,Plus,2026-06-30,Q2 2026,completed,,,,Life Skills,13.0,14.0,92.9,,,,,,
BEN-009411,Plus,2025-11-08,Q4 2025,completed,,,,Community Service,6.0,8.0,75.0,,,,,,
BEN-009412,Plus,2026-05-18,Q2 2026,completed,,,,Financial Literacy,9.0,12.0,75.0,,,,,,
BEN-009413,Plus,2026-02-28,Q1 2026,active,,,,Financial Literacy,8.0,11.0,72.7,,,,,,
BEN-009414,Plus,2026-02-25,Q1 2026,active,,,,Community Service,6.0,7.0,85.7,,,,,,
BEN-009415,Plus,2026-07-03,Q3 2026,active,,,,Community Service,6.0,7.0,85.7,,,,,,
BEN-009418,Plus,2025-08-02,Q3 2025,completed,,,,Mentorship,13.0,13.0,100.0,,,,,,
BEN-009420,Plus,2026-01-28,Q1 2026,completed,,,,Leadership,9.0,12.0,75.0,,,,,,
BEN-009421,Plus,2026-04-01,Q2 2026,active,,,,Community Service,6.0,7.0,85.7,,,,,,
BEN-009422,Plus,2026-05-24,Q2 2026,completed,,,,Health & Wellness,7.0,9.0,77.8,,,,,,
BEN-009424,Plus,2025-10-17,Q4 2025,completed,,,,Life Skills,8.0,12.0,66.7,,,,,,
BEN-009427,Plus,2025-05-29,Q2 2025,completed,,,,Mentorship,17.0,18.0,94.4,,,,,,
BEN-009428,Plus,2025-08-03,Q3 2025,completed,,,,Entrepreneurship,10.0,15.0,66.7,,,,,,
BEN-009430,Plus,2025-09-16,Q3 2025,completed,,,,Entrepreneurship,9.0,10.0,90.0,,,,,,
BEN-009431,Plus,2025-11-26,Q4 2025,completed,,,,Life Skills,8.0,10.0,80.0,,,,,,
BEN-009433,Plus,2026-03-11,Q1 2026,active,,,,Entrepreneurship,11.0,11.0,100.0,,,,,,
BEN-009434,Plus,2026-03-13,Q1 2026,completed,,,,Financial Literacy,10.0,10.0,100.0,,,,,,
BEN-009435,Plus,2025-04-13,Q2 2025,dropped_out,,,,Leadership,4.0,8.0,50.0,,,,,,
BEN-009436,Plus,2025-12-01,Q4 2025,dropped_out,,,,Life Skills,9.0,14.0,64.3,,,,,,
BEN-009438,Plus,2026-04-05,Q2 2026,active,,,,Health & Wellness,8.0,9.0,88.9,,,,,,
BEN-009439,Plus,2025-11-20,Q4 2025,dropped_out,,,,Community Service,4.0,8.0,50.0,,,,,,
BEN-009440,Plus,2025-10-28,Q4 2025,completed,,,,Entrepreneurship,9.0,12.0,75.0,,,,,,
BEN-009441,Plus,2026-09-11,Q3 2026,active,,,,Life Skills,9.0,10.0,90.0,,,,,,
BEN-009442,Plus,2026-02-23,Q1 2026,dropped_out,,,,Mentorship,8.0,15.0,53.3,,,,,,
BEN-009448,Plus,2025-11-06,Q4 2025,completed,,,,Leadership,5.0,8.0,62.5,,,,,,
BEN-009452,Plus,2026-04-17,Q2 2026,active,,,,Financial Literacy,7.0,9.0,77.8,,,,,,
BEN-009453,Plus,2026-01-28,Q1 2026,active,,,,Leadership,9.0,12.0,75.0,,,,,,
BEN-009454,Plus,2026-05-28,Q2 2026,completed,,,,Financial Literacy,8.0,12.0,66.7,,,,,,
BEN-009455,Plus,2025-07-29,Q3 2025,dropped_out,,,,Mentorship,7.0,16.0,43.8,,,,,,
BEN-009457,Plus,2026-09-22,Q3 2026,active,,,,Mentorship,18.0,20.0,90.0,,,,,,
BEN-009458,Plus,2025-12-30,Q4 2025,dropped_out,,,,Mentorship,12.0,20.0,60.0,,,,,,
BEN-009462,Plus,2026-09-13,Q3 2026,active,,,,Financial Literacy,7.0,10.0,70.0,,,,,,
BEN-009464,Plus,2026-09-09,Q3 2026,active,,,,Health & Wellness,6.0,9.0,66.7,,,,,,
BEN-009466,Plus,2025-04-08,Q2 2025,completed,,,,Leadership,7.0,11.0,63.6,,,,,,
BEN-009467,Plus,2025-12-07,Q4 2025,completed,,,,Community Service,5.0,7.0,71.4,,,,,,
BEN-009470,Plus,2026-03-21,Q1 2026,completed,,,,Leadership,7.0,9.0,77.8,,,,,,
BEN-009473,Plus,2025-09-30,Q3 2025,completed,,,,Health & Wellness,7.0,10.0,70.0,,,,,,
BEN-009476,Plus,2026-04-24,Q2 2026,active,,,,Entrepreneurship,10.0,15.0,66.7,,,,,,
BEN-009477,Plus,2026-06-12,Q2 2026,dropped_out,,,,Community Service,6.0,10.0,60.0,,,,,,
BEN-009480,Plus,2025-02-08,Q1 2025,completed,,,,Entrepreneurship,8.0,10.0,80.0,,,,,,
BEN-009482,Plus,2025-04-04,Q2 2025,completed,,,,Leadership,12.0,12.0,100.0,,,,,,
BEN-009484,Plus,2026-09-05,Q3 2026,active,,,,Financial Literacy,6.0,8.0,75.0,,,,,,
BEN-009485,Plus,2025-06-10,Q2 2025,dropped_out,,,,Financial Literacy,6.0,9.0,66.7,,,,,,
BEN-009488,Plus,2025-08-02,Q3 2025,completed,,,,Life Skills,10.0,13.0,76.9,,,,,,
BEN-009492,Plus,2026-09-23,Q3 2026,active,,,,Leadership,9.0,11.0,81.8,,,,,,
BEN-009493,Plus,2025-06-14,Q2 2025,completed,,,,Leadership,6.0,8.0,75.0,,,,,,
BEN-009497,Plus,2026-06-13,Q2 2026,active,,,,Community Service,6.0,7.0,85.7,,,,,,
BEN-009500,Plus,2025-10-18,Q4 2025,completed,,,,Mentorship,11.0,12.0,91.7,,,,,,
BEN-009502,Plus,2025-07-09,Q3 2025,completed,,,,Health & Wellness,9.0,10.0,90.0,,,,,,
BEN-009507,Plus,2026-07-15,Q3 2026,active,,,,Health & Wellness,6.0,8.0,75.0,,,,,,
BEN-009511,Plus,2026-04-02,Q2 2026,completed,,,,Life Skills,9.0,14.0,64.3,,,,,,
BEN-009512,Plus,2026-01-07,Q1 2026,active,,,,Entrepreneurship,9.0,11.0,81.8,,,,,,
BEN-009513,Plus,2026-01-06,Q1 2026,active,,,,Financial Literacy,6.0,8.0,75.0,,,,,,
BEN-009516,Plus,2026-06-19,Q2 2026,active,,,,Financial Literacy,8.0,12.0,66.7,,,,,,
BEN-009520,Plus,2026-03-08,Q1 2026,active,,,,Leadership,5.0,9.0,55.6,,,,,,
BEN-009522,Plus,2026-01-19,Q1 2026,active,,,,Life Skills,8.0,10.0,80.0,,,,,,
BEN-009523,Plus,2025-08-04,Q3 2025,completed,,,,Health & Wellness,4.0,9.0,44.4,,,,,,
BEN-009526,Plus,2025-12-11,Q4 2025,completed,,,,Health & Wellness,5.0,8.0,62.5,,,,,,
BEN-009527,Plus,2025-06-26,Q2 2025,completed,,,,Mentorship,10.0,14.0,71.4,,,,,,
BEN-009532,Plus,2026-08-31,Q3 2026,active,,,,Mentorship,12.0,14.0,85.7,,,,,,
BEN-009535,Plus,2026-04-21,Q2 2026,completed,,,,Community Service,5.0,9.0,55.6,,,,,,
BEN-009537,Plus,2026-01-14,Q1 2026,completed,,,,Life Skills,7.0,10.0,70.0,,,,,,
BEN-009540,Plus,2025-02-11,Q1 2025,completed,,,,Life Skills,10.0,11.0,90.9,,,,,,
